0.653	2.67673
0.654	2.68181
0.655	2.6869
0.656	2.692
0.657	2.69712
0.658	2.70224
0.659	2.70738
0.66	2.71253
0.661	2.71769
0.662	2.72287
0.663	2.72806
0.664	2.73326
0.665	2.73847
0.666	2.74369
0.667	2.74893
0.668	2.75418
0.669	2.75944
0.67	2.76472
0.671	2.77
0.672	2.7753
0.673	2.78062
0.674	2.78594
0.675	2.79128
0.676	2.79663
0.677	2.80199
0.678	2.80737
0.679	2.81276
0.68	2.81816
0.681	2.82357
0.682	2.829
0.683	2.83444
0.684	2.83989
0.685	2.84536
0.686	2.85084
0.687	2.85633
0.688	2.86184
0.689	2.86736
0.69	2.87289
0.691	2.87843
0.692	2.88399
0.693	2.88956
0.694	2.89515
0.695	2.90075
0.696	2.90636
0.697	2.91198
0.698	2.91762
0.699	2.92328
0.7	2.92894
0.701	2.93462
0.702	2.94031
0.703	2.94602
0.704	2.95174
0.705	2.95747
0.706	2.96322
0.707	2.96898
0.708	2.97476
0.709	2.98055
0.71	2.98635
0.711	2.99217
0.712	2.998
0.713	3.00384
0.714	3.0097
0.715	3.01557
0.716	3.02146
0.717	3.02736
0.718	3.03327
0.719	3.0392
0.72	3.04515
0.721	3.0511
0.722	3.05708
0.723	3.06306
0.724	3.06906
0.725	3.07508
0.726	3.08111
0.727	3.08715
0.728	3.09321
0.729	3.09928
0.73	3.10537
0.731	3.11147
0.732	3.11759
0.733	3.12372
0.734	3.12987
0.735	3.13603
0.736	3.14221
0.737	3.1484
0.738	3.1546
0.739	3.16082
0.74	3.16706
0.741	3.17331
0.742	3.17957
0.743	3.18586
0.744	3.19215
0.745	3.19846
0.746	3.20479
0.747	3.21113
0.748	3.21749
0.749	3.22386
0.75	3.23025
0.751	3.23665
0.752	3.24307
0.753	3.2495
0.754	3.25595
0.755	3.26242
0.756	3.2689
0.757	3.27539
0.758	3.28191
0.759	3.28843
0.76	3.29498
0.761	3.30154
0.762	3.30811
0.763	3.3147
0.764	3.32131
0.765	3.32793
